Model Auta,Verze modelu,Cena,Datum registrace,Najezd,Stk,Stav,Vykon,Objem motoru,Typ paliva,Typ prevodovky,Typ karoserie,Pocet dveri,Pocet mist,Barva exterieru,Adresa prodejce
BMW Řada 7,"740d, 2024, Nezávislé,El.tažné",2 749 000 Kč,2024,19000km,neuvedeno,Předváděcí vozidlo,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,limuzína,4 dveře,5 míst,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X7,"40d,El.tažné,Natáčecí náprava",2 753 960 Kč,10/2024,12000km,neuvedeno,Předváděcí vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW Řada 7,740d xDrive Sedan,2 709 000 Kč,2023,19000km,neuvedeno,Velmi dobrý,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,černá metalíza,Obchodní 622 Liberec 11 46001
BMW Řada 7,"40d, záruka 3 roky, TV, TOP",2 743 000 Kč,2024,18000km,neuvedeno,Předváděcí vozidlo,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,limuzína,5 dveří,5 míst,šedá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X5,xDrive50e,2 765 000 Kč,2024,7km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,Obchodní 622 Liberec 11 46001
BMW iX,xDrive40,2 768 000 Kč,2022,45000km,neuvedeno,Perfektní,240 kW / 326 PS,neuvedeno,elektro,neuvedeno,SUV,5 dveří,5 míst,modrá metalíza,Průběžná 76 Praha 10 10000
BMW X7,xDrive40d,2 769 000 Kč,10/2024,20000km,10/2028,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá,Řípská 5c Brno - Slatina 62700
BMW M4,"Competition M xDrive, Individu",2 790 000 Kč,1/2025,4050km,neuvedeno,neuvedeno,390 kW / 530 PS,2 993 cm³,benzin,aut. převodovka,kupé,3 dveře,4 místa,šedá metalíza,"Einsteinova 21/A Bratislava, Slovensko 85101"
BMW X7,"40d,ventilace,nazávislé,tažné",2 781 790 Kč,2024,4500km,neuvedeno,Předváděcí vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,bílá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X6,xDrive40d,2 772 648 Kč,10/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,šedá,Lipová 280 Praha - Čestlice 25101
BMW M3,Competition M xDrive Touring,2 756 803 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,390 kW / 530 PS,2 993 cm³,benzin,aut. převodovka,kombi,5 dveří,5 míst,modrá metalíza,Bytčická 82 Žilina 01001
BMW X6,xDrive30d,2 774 928 Kč,2025,neuvedeno,neuvedeno,Nové vozidlo,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Za Kličovem 1 Praha 9 19000
BMW X7,xDrive40d,2 769 000 Kč,9/2024,20000km,9/2028,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá,Řípská 5c Brno - Slatina 62700
BMW i7,xDrive60,2 776 950 Kč,1/2023,26500km,neuvedeno,neuvedeno,400 kW / 544 PS,neuvedeno,elektro,aut. převodovka,sedan,4 dveře,5 míst,černá metalíza,Za Kličovem 1 Praha 9 19000
BMW M3,Competition Touring M xDrive/M,2 780 000 Kč,10/2023,7500km,neuvedeno,Perfektní,390 kW / 530 PS,2 993 cm³,benzin,aut. převodovka,kombi,5 dveří,neuvedeno,modrá,"Hartigova 342/123 Praha 3, Žižkov 13000"
BMW Řada 8,M850i xDrive Cabrio 2024/05,2 789 000 Kč,5/2024,10000km,neuvedeno,Předváděcí vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,kabriolet,2 dveře,4 místa,šedá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW M3,N/A,2 790 000 Kč,2021,27000km,5/2025,Perfektní,560 kW / 761 PS,2 996 cm³,benzin,aut. převodovka,neuvedeno,neuvedeno,neuvedeno,neuvedeno,Bří. Štefanů 902 Hradec Králové 50003
BMW X7,xDrive 40d M-Sport HUD/NEZ.TOP,2 790 000 Kč,2023,11750km,10/2027,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá,Borská 2767/89 Plzeň 30100
BMW X5,xDrive40d,2 786 232 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,zelená metalíza,Za Kličovem 1 Praha 9 19000
BMW X7,40d nájem od 39tis/měsíčně,2 759 300 Kč,2023,6900km,neuvedeno,Perfektní,259 kW / 352 PS,2 998 cm³,nafta,aut. převodovka,SUV,neuvedeno,neuvedeno,bílá,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW i7,xDrive60 B&W TV,2 779 000 Kč,5/2023,12500km,neuvedeno,Předváděcí vozidlo,400 kW / 544 PS,neuvedeno,elektro,aut. převodovka,limuzína,5 dveří,5 míst,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW Řada 8,M850i xDrive Gran coupe,2 780 000 Kč,4/2024,10700km,neuvedeno,Předváděcí vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,liftback,5 dveří,5 míst,bílá,Lipová 280 Praha - Čestlice 25101
BMW X7,xDrive40d,2 789 000 Kč,9/2024,20000km,9/2028,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,modrá,Řípská 5c Brno - Slatina 62700
BMW i5,M60 xDrive Touring,2 759 000 Kč,4/2024,3700km,neuvedeno,Předváděcí vozidlo,442 kW / 601 PS,1 cm³,elektro,aut. převodovka,kombi,5 dveří,neuvedeno,bílá,Lipová 280 Praha - Čestlice 25101
BMW Řada 8,M850i xDrive cabrio,2 799 000 Kč,2023,15000km,neuvedeno,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,neuvedeno,kabriolet,3 dveře,5 míst,bílá,Průběžná 76 Praha 10 10000
BMW Ostatní,i5 M60 xD Nájem od 52tis/měsíč,2 809 688 Kč,2024,6900km,neuvedeno,Perfektní,442 kW / 601 PS,neuvedeno,elektro,aut. převodovka,sedan,neuvedeno,neuvedeno,šedá,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW X7,40d M PAKET Možnost nájmu,2 837 874 Kč,2023,6200km,neuvedeno,Perfektní,259 kW / 352 PS,2 993 cm³,nafta,aut. převodovka,SUV,neuvedeno,neuvedeno,šedá metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW X7,M60i xD Možnost pronájmu,2 829 001 Kč,2023,19000km,neuvedeno,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,neuvedeno,neuvedeno,modrá metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW X5,xDrive50e,2 829 000 Kč,2024,11km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,hnědá metalíza,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW X7,xDrive40d,2 799 000 Kč,9/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,šedá,Lipová 280 Praha - Čestlice 25101
BMW X6,xDrive40d,2 820 749 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Za Kličovem 1 Praha 9 19000
BMW Řada 7,740d xDrive Sedan,2 799 000 Kč,1/2024,20862km,2/2028,Nové vozidlo,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,limuzína,4 dveře,5 míst,šedá,Řípská 5c Brno - Slatina 62700
BMW X5,M60i xDrive 4.4 V8 M SPORT,2 799 000 Kč,2023,25149km,8/2027,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,světle šedá metalíza,Dlouhá 730/35 Praha 1 11000
BMW M5,"Competition, 05/2023",2 799 000 Kč,5/2023,8699km,neuvedeno,Předváděcí vozidlo,459 kW / 624 PS,4 395 cm³,benzin,aut. převodovka,limuzína,4 dveře,5 míst,modrá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X5,50e možnost nájmu/nájmu s odku,2 803 000 Kč,2024,5900km,neuvedeno,Perfektní,360 kW / 489 PS,2 998 cm³,benzin,aut. převodovka,SUV,neuvedeno,neuvedeno,zelená metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW M3,Touring,2 799 000 Kč,11/2023,12km,neuvedeno,Nové vozidlo,375 kW / 510 PS,2 993 cm³,benzin,neuvedeno,kombi,5 dveří,5 míst,neuvedeno,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW Řada 7,740d xDrive Sedan,2 799 000 Kč,2023,7000km,5/2027,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,černá metalíza,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW Řada 7,M760Li V12,111 990 EUR,4/2020,21900km,4/2026,Perfektní,430 kW / 585 PS,6 592 cm³,benzin,aut. převodovka,limuzína,4 dveře,5 míst,bílá metalíza,Komerční 548 Nupaky 25101
BMW i5,M60 xDrive Touring,2 797 000 Kč,2024,27km,neuvedeno,Nové vozidlo,442 kW / 601 PS,neuvedeno,elektro,neuvedeno,kombi,5 dveří,5 míst,černá metalíza,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW X6,xDrive40d,2 825 803 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Za Kličovem 1 Praha 9 19000
BMW X7,xDrive40i,2 820 537 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,280 kW / 381 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Okruzni 49 Ceske Budejovice 37001
BMW X6,xDrive40d,2 799 000 Kč,8/2024,8km,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,neuvedeno,SUV,5 dveří,5 míst,černá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X5,xDrive40d,2 795 118 Kč,2025,neuvedeno,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,bílá,Za Kličovem 1 Praha 9 19000
BMW X6,M60i xDrive,2 890 000 Kč,9/2024,1000km,neuvedeno,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá,Lipová 280 Praha - Čestlice 25101
BMW X6,xDrive40d,2 799 000 Kč,8/2024,16km,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,neuvedeno,SUV,5 dveří,5 míst,černá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW M8,Competition 04/2024,2 849 000 Kč,4/2024,26500km,neuvedeno,Předváděcí vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,kupé,3 dveře,4 místa,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW Řada 7,740d xDrive Sedan,2 869 000 Kč,1/2024,21000km,neuvedeno,Perfektní,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,šedá,Řípská 5c Brno - Slatina 62700
BMW Řada 7,75Oe*MpaketPro*B&W*At.dveře,2 879 000 Kč,2022,29999km,5/2026,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,sedan,5 dveří,5 míst,tmavě šedá metalíza,T.G. Masaryka 1147 Litomyšl 57001
BMW X6,M60i xDrive 390kw 4.4l,114 990 EUR,2024,13500km,neuvedeno,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá,
BMW X7,40d xDrive Msport,2 869 000 Kč,5/2024,19000km,neuvedeno,neuvedeno,259 kW / 352 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá,Holečkova 657/29 Praha 15000
BMW M8,"Competition M Drivers, B&W",114 950 EUR,8/2022,31000km,neuvedeno,neuvedeno,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,kupé,2 dveře,4 místa,černá metalíza,Komerční 548 Nupaky 25101
BMW X7,xDrive40d,2 850 000 Kč,3/2024,20873km,neuvedeno,neuvedeno,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá,Lipová 280 Praha - Čestlice 25101
BMW X7,40d 250kw M-Packet,2 848 000 Kč,2022,59000km,11/2026,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,bílá metalíza,Rokycanská 2656/2 Plzeň 31200
BMW X7,M60i Možnost pronájmu Swarovsk,2 866 999 Kč,2024,28000km,neuvedeno,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,neuvedeno,neuvedeno,modrá metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW iX,M60,2 869 000 Kč,2/2023,19337km,neuvedeno,Perfektní,400 kW / 544 PS,1 cm³,elektro,aut. převodovka,SUV,5 dveří,5 míst,šedá,Řípská 5c Brno - Slatina 62700
BMW Řada 7,"750e xDrive,TV 8K, B&W 1965W",2 889 000 Kč,4/2024,14900km,neuvedeno,Předváděcí vozidlo,360 kW / 489 PS,2 993 cm³,hybridní - benzin,aut. převodovka,sedan,4 dveře,5 míst,šedá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X5,xDrive50e,2 853 000 Kč,2024,10km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,stříbrná metalíza,Tovární 1b Olomouc 77900
BMW Řada 7,740d xDrive Sedan,2 877 000 Kč,2025,4000km,neuvedeno,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,modrá metalíza,Obchodní 622 Liberec 11 46001
BMW X7,xDrive40d M-PRO Individual,2 849 000 Kč,2/2024,100km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW M8,Competition*360*CARBON*HUD*PPF,2 890 000 Kč,2023,15000km,neuvedeno,Perfektní,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,kupé,2 dveře,4 místa,černá metalíza,Výpadová 1676/4a Praha - Radotín 15900
BMW X5,xDrive50e,2 850 000 Kč,8/2024,1000km,neuvedeno,Předváděcí vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Lipová 280 Praha - Čestlice 25101
BMW X7,"40d, 2023, nezávislé topení",2 891 900 Kč,10/2023,4700km,neuvedeno,Předváděcí vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X6,"M60i, Nezávislé, Tažné, Masáže",2 849 000 Kč,5/2024,8500km,neuvedeno,Předváděcí vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,hnědá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW M4,Competition M xDrive Coupe,2 872 193 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,390 kW / 530 PS,2 993 cm³,benzin,aut. převodovka,kupé,2 dveře,4 místa,černá metalíza,Březhradská 195 Hradec Králové - Březhrad 50332
BMW X5,50e xDrive*M SPORT,2 949 000 Kč,2024,9991km,9/2028,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,světle šedá metalíza,Dlouhá 730/35 Praha 1 11000
BMW Řada 7,740d xDrive Sedan,2 899 000 Kč,5/2024,15212km,neuvedeno,Nové vozidlo,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,černá,Řípská 5c Brno - Slatina 62700
BMW X5,xDrive40d,2 892 000 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,259 kW / 352 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW Řada 8,M850i xDrive cabrio,2 929 000 Kč,2023,neuvedeno,neuvedeno,Nové vozidlo,390 kW / 530 PS,4 395 cm³,benzin,neuvedeno,kabriolet,3 dveře,5 míst,bílá,Obchodní 622 Liberec 11 46001
BMW Řada 7,740d xDrive Sedan,2 898 000 Kč,5/2024,23285km,neuvedeno,Perfektní,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,černá,Řípská 5c Brno - Slatina 62700
BMW X6,xDrive40d,2 901 920 Kč,9/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,zelená,Lipová 280 Praha - Čestlice 25101
BMW M3,Competition xDrive Touring,2 919 000 Kč,11/2022,21616km,1/2027,Předváděcí vozidlo,375 kW / 510 PS,2 993 cm³,benzin,aut. převodovka,kombi,5 dveří,5 míst,černá,Řípská 5c Brno - Slatina 62700
BMW Řada 7,740d xDrive Sedan,2 897 442 Kč,10/2024,15000km,neuvedeno,neuvedeno,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,černá metalíza,Bytčická 82 Žilina 01001
BMW X6,xDrive40d,2 948 798 Kč,10/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,červená,Lipová 280 Praha - Čestlice 25101
BMW X7,xDrive40d M-PRO Indiv. FULL,2 949 000 Kč,3/2024,100km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW X7,xDrive40d M-PRO Iconic NEW,2 949 000 Kč,2/2024,100km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,šedá metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW X6,xDrive40d,2 941 214 Kč,2025,neuvedeno,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Za Kličovem 1 Praha 9 19000
BMW M3,Competition Sedan,2 945 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,375 kW / 510 PS,2 993 cm³,benzin,neuvedeno,sedan,4 dveře,5 míst,modrá,Obchodní 622 Liberec 11 46001
BMW M8,Competition Convertible Indiv.,2 899 000 Kč,10/2022,18000km,neuvedeno,Perfektní,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,kabriolet,2 dveře,4 místa,šedá metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW M8,GC Comp. Ceramic B&W Záruka,2 899 000 Kč,9/2022,27110km,9/2026,Perfektní,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,světle šedá,"U Pekáren 1645/1, Praha Hostivař Praha 10 - Hostivař 10200"
BMW X5,xDrive50e,2 909 000 Kč,2025,8000km,neuvedeno,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,Tovární 1b Olomouc 77900
BMW M3,Competition xDrive Touring,2 928 199 Kč,2023,4200km,neuvedeno,Nové vozidlo,375 kW / 510 PS,2 993 cm³,benzin,aut. převodovka,kombi,5 dveří,5 míst,šedá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW Řada 7,"740xD M, B&WD SKY LOUNGE,EL.DV",2 899 000 Kč,3/2023,29000km,3/2027,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,limuzína,5 dveří,5 míst,černá metalíza,Průmyslová 136 Zlatníky-Hodkovice ( u PRAHY ) 25263
BMW Řada 7,740d xD Nájem od 59tis/měsíčně,2 899 000 Kč,2024,7100km,neuvedeno,Perfektní,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,sedan,neuvedeno,neuvedeno,černá metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW X5,xDrive50e,2 971 300 Kč,10/2024,10km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,modrá,Lipová 280 Praha - Čestlice 25101
BMW X5,xDrive50e,2 999 000 Kč,9/2024,14km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X7,xDrive40d,2 998 000 Kč,8/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,modrá,Lipová 280 Praha - Čestlice 25101
BMW X6,xDrive40d,2 964 242 Kč,10/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,šedá,Lipová 280 Praha - Čestlice 25101
BMW Řada 7,740XD 210kW M-PAKET B&W NZN TV,2 999 000 Kč,2024,35000km,neuvedeno,Perfektní,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,limuzína,4 dveře,5 míst,černá metalíza,Plzeňská 968 Rokycany 33701
BMW X5,50e xDrive *M Sport Pro,3 037 000 Kč,2024,9763km,9/2028,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Dlouhá 730/35 Praha 1 11000
BMW X5,xDrive50e,2 999 000 Kč,2024,14km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,Průběžná 76 Praha 10 10000
BMW X6,M60i xDrive Nezávislé 06/2024,2 990 000 Kč,6/2024,7290km,neuvedeno,Předváděcí vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,zelená metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X5,xDrive30d,2 980 000 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,219 kW / 298 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,stříbrná metalíza,Průběžná 76 Praha 10 10000
BMW X5,xDrive50e,2 992 322 Kč,7/2024,1000km,neuvedeno,Předváděcí vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Řípská 5c Brno - Slatina 62700
BMW XM,N/A,2 999 999 Kč,4/2023,44000km,neuvedeno,neuvedeno,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,zelená metalíza,Okruzni 49 Ceske Budejovice 37001
BMW XM,N/A,2 999 000 Kč,2023,60000km,neuvedeno,Perfektní,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Obchodní 622 Liberec 11 46001
BMW M8,GRAN COUPE COMPETITION xDRIVE,2 999 900 Kč,3/2022,22770km,3/2026,Perfektní,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,liftback,4 dveře,4 místa,černá metalíza,Kamýcká 40/7 Praha 6 16000
BMW X7,xDrive40d,2 994 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,bílá,Obchodní 622 Liberec 11 46001
BMW X7,M60i možnost nájmu nájmu s odk,2 997 001 Kč,2023,5900km,neuvedeno,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,neuvedeno,neuvedeno,šedá metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW Řada 7,750e xDrive,3 038 000 Kč,2024,11000km,neuvedeno,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,sedan,5 dveří,5 míst,černá metalíza,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW X6,M60i xDrive INDIVIDUAL matte,2 970 000 Kč,2024,9000km,3/2028,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,světle šedá,Dlouhá 730/35 Praha 1 11000
BMW i7,xDrive60 Sedan,2 950 000 Kč,7/2023,24927km,neuvedeno,neuvedeno,400 kW / 544 PS,1 cm³,elektro,aut. převodovka,sedan,4 dveře,5 míst,modrá,Lipová 280 Praha - Čestlice 25101
BMW Řada 7,"50e xDrive,Nezávislé,Masáže",2 970 000 Kč,4/2023,9000km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,limuzína,4 dveře,5 míst,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW M8,M850i,3 000 000 Kč,2020,10000km,6/2026,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,kabriolet,2 dveře,4 místa,bílá metalíza,Šeříková 711 Proboštov - okr.Teplice 41712
BMW M4,Competition M xDrive,3 074 000 Kč,2025,16km,neuvedeno,Nové vozidlo,390 kW / 530 PS,2 993 cm³,benzin,neuvedeno,kupé,3 dveře,4 místa,modrá metalíza,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW X5,M60i xD Nájem od 59tis/měsíc,3 077 654 Kč,2023,6200km,neuvedeno,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,neuvedeno,neuvedeno,šedá metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW Řada 7,740d xDrive Sedan,3 099 000 Kč,4/2024,22063km,neuvedeno,Velmi dobrý,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,sedan,4 dveře,5 míst,černá,Řípská 5c Brno - Slatina 62700
BMW M4,"BR 3.0 GTS, LIMITED EDITION",3 090 000 Kč,6/2016,14500km,neuvedeno,neuvedeno,368 kW / 500 PS,2 979 cm³,benzin,aut. převodovka,kupé,2 dveře,2 místa,šedá metalíza,"Einsteinova 21/A Bratislava, Slovensko 85101"
BMW X5,xDrive50e,3 057 140 Kč,9/2024,1km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,černá,Řípská 5c Brno - Slatina 62700
BMW X7,M60i xDrive M-Sport PRO,3 049 000 Kč,11/2023,13390km,neuvedeno,neuvedeno,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,černá,Holečkova 657/29 Praha 15000
